None
loss tensor(0.1674, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0052, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0038, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0077, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0136, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0051, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0040, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0021, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0033, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0048, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0072, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0016, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0043, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0052, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0019, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0046, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0052, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0052, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0048, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0022, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0005, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0008, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0009, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0024, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0015, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(5.7190e-05, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0001, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0043, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0007, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0029, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0015, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0026, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0020, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0026, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0082, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0008, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0003, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0022, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0048, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0017, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0044, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0049, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0035, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0074, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0034, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-3.5960e-05, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0027, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0050, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0033, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0028, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0006, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0013, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0033, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0018, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0040, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0048, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0076, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0141, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0058, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0032, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0043, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0032, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0076, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0036, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(7.6880e-05, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0058, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0034, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0025, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0019, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0015, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0022, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0034, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0031, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0038, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0029, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0013, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0008, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(5.7404e-05, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0024, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-8.1401e-05, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0030, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0032, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0031, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0014, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0022, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0040, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0001, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0054, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0033, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0015, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0003, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0010, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0018, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0016, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0008, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0011, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0033, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0068, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0031, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0010, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0035, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0034, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0022, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0018, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0052, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0024, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0018, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0024, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0040, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0048, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0045, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0015, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0031, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0012, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0057, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0088, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0001, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0027, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0068, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0012, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0079, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0082, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0032, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0082, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0078, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0009, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0047, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0087, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0013, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0016, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0025, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0007, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0035, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0083, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0005, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0001, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0054, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(4.8088e-05, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0026, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0020, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0007, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0021, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0008, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(8.4746e-05, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0007, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0008, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0012, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0043, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0020, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0006, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0013, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0061, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0052, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0030, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0030, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0023, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0028, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0013, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0027, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0006, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0004, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0036, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0046, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0003, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0074, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0053, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0020, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0092, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0057, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0023, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0040, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0217, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0167, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0016, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0018, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0017, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0179, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0069, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0039, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0051, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0011, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0015, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0023, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0016, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0005, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0051, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0031, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0014, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0011, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0057, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0029, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0034, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0010, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0005, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0028, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0039, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0015, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0044, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0050, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0054, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0028, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0020, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0016, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0002, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0034, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0074, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0027, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0016, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0031, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0088, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0040, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0029, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0075, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0035, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0012, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0046, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0112, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0022, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0021, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0006, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0074, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0095, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0011, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0084, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-7.0736e-05, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0033, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0003, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0092, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0041, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0028, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0026, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0035, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0125, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0065, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0185, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0043, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0183, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0037, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0120, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0229, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0022, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0088, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0068, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0282, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0009, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0403, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0296, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0021, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0164, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0470, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0774, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0069, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0113, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0050, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0195, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0048, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0218, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0175, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0385, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0241, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0362, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0554, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0421, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0077, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0417, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0223, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0338, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0200, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0294, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0200, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0112, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0556, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0034, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0044, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0173, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0434, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0155, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0175, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0230, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0056, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0044, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0350, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0048, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0253, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0022, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0102, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0108, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0187, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0673, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0214, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0082, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0161, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0419, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0080, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0134, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0431, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0149, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0514, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0251, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0285, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0013, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0640, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0306, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0398, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0305, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0128, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0589, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0480, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0240, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0038, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0107, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0091, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0076, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0167, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0083, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0094, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0175, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0120, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0027, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0083, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0014, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0016, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0039, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0003, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0045, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0009, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0012, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0021, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0160, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0137, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0015, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0082, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0033, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0048, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0123, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0011, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0092, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0119, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0148, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0047, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0054, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0034, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0170, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0082, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0063, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0043, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0197, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0032, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0007, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0197, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0088, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0105, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0166, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0052, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0046, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0110, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0114, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0118, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(-0.0020, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0019, device='cuda:0', grad_fn=<DivBackward0>)
loss tensor(0.0057, device='cuda:0', grad_fn=<DivBackward0>)
