loss tensor(3.3409, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12620.0381, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12623.5469, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12627.0557, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12630.5645, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12634.0732, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12637.5820, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12641.0908, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12644.5996, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12648.1084, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12651.6172, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12655.1260, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12658.6348, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12662.1436, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12665.6523, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12669.1611, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12672.6699, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12676.1787, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12679.6875, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12683.1963, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12686.7051, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12690.2139, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12693.7227, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12697.2314, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12700.7402, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12704.2490, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12707.7578, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12711.2666, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12714.7754, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12718.2842, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12721.7930, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12725.3018, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12728.8105, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12732.3193, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12735.8281, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12739.3369, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12742.8457, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12746.3545, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12749.8633, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12753.3721, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12756.8809, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12760.3896, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12763.8984, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12767.4072, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12770.9160, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12774.4248, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12777.9336, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12781.4424, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12784.9512, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12788.4600, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12791.9688, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12795.4775, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12798.9863, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12802.4951, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12806.0039, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12809.5127, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12813.0215, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12816.5303, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12820.0391, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12823.5479, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12827.0566, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12830.5654, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12834.0742, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12837.5830, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12841.0918, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12844.6006, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12848.1094, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12851.6182, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12855.1270, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12858.6357, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12862.1445, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12865.6533, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12869.1621, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12872.6709, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12876.1797, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12879.6885, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12883.1973, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12886.7061, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12890.2148, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12893.7236, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12897.2324, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12900.7412, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12904.2500, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12907.7588, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12911.2676, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12914.7764, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12918.2852, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12921.7939, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12925.3027, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12928.8115, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12932.3203, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12935.8291, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12939.3379, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12942.8467, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12946.3555, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12949.8643, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12953.3730, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12956.8818, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12960.3906, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12963.8994, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12967.4082, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12970.9170, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12974.4258, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12977.9346, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12981.4434, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12984.9521, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12988.4609, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12991.9697, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12995.4785, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(12998.9873, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13002.4961, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13006.0049, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13009.5137, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13013.0225, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13016.5312, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13020.0400, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13023.5488, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13027.0576, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13030.5664, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13034.0752, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13037.5840, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13041.0928, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13044.6016, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13048.1104, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13051.6191, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13055.1279, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13058.6367, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13062.1455, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13065.6543, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13069.1631, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13072.6719, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13076.1807, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13079.6895, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13083.1982, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13086.7070, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13090.2158, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13093.7246, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13097.2334, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13100.7422, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13104.2510, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13107.7598, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13111.2686, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13114.7773, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13118.2861, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13121.7949, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13125.3037, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13128.8125, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13132.3213, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13135.8301, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13139.3389, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13142.8477, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13146.3564, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13149.8652, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13153.3740, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13156.8828, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13160.3916, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13163.9004, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13167.4092, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13170.9180, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13174.4268, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13177.9355, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13181.4443, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13184.9531, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13188.4619, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13191.9707, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13195.4795, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13198.9883, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13202.4971, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13206.0059, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13209.5146, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13213.0234, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13216.5322, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13220.0410, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13223.5498, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13227.0586, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13230.5674, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13234.0762, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13237.5850, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13241.0938, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13244.6025, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13248.1113, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13251.6201, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13255.1289, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13258.6377, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13262.1465, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13265.6553, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13269.1641, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13272.6729, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13276.1816, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13279.6904, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13283.1992, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13286.7080, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13290.2168, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13293.7256, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13297.2344, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13300.7432, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13304.2520, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13307.7607, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13311.2695, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13314.7783, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13318.2871, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13321.7959, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13325.3047, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13328.8135, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13332.3223, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13335.8311, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13339.3398, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13342.8486, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13346.3574, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13349.8662, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13353.3750, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13356.8838, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13360.3926, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13363.9014, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13367.4102, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13370.9189, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13374.4277, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13377.9365, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13381.4453, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13384.9541, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13388.4629, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13391.9717, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13395.4805, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13398.9893, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13402.4980, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13406.0068, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13409.5156, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13413.0244, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13416.5332, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13420.0420, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13423.5508, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13427.0596, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13430.5684, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13434.0771, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13437.5859, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13441.0947, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13444.6035, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13448.1123, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13451.6211, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13455.1299, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13458.6387, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13462.1475, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13465.6562, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13469.1650, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13472.6738, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13476.1826, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13479.6914, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13483.2002, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13486.7090, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13490.2178, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13493.7266, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13497.2354, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13500.7441, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13504.2529, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13507.7617, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13511.2705, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13514.7793, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13518.2881, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13521.7969, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13525.3057, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13528.8145, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13532.3232, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13535.8320, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13539.3408, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13542.8496, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13546.3584, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13549.8672, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13553.3760, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13556.8848, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13560.3936, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13563.9023, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13567.4111, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13570.9199, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13574.4287, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13577.9375, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13581.4463, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13584.9551, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13588.4639, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13591.9727, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13595.4814, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13598.9902, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13602.4990, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13606.0078, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13609.5166, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13613.0254, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13616.5342, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13620.0430, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13623.5518, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13627.0605, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13630.5693, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13634.0781, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13637.5869, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13641.0957, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13644.6045, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13648.1133, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13651.6221, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13655.1309, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13658.6396, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13662.1484, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13665.6572, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13669.1660, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13672.6748, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13676.1836, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13679.6924, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13683.2012, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13686.7100, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13690.2188, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13693.7275, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13697.2363, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13700.7451, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13704.2539, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13707.7627, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13711.2715, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13714.7803, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13718.2891, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13721.7979, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13725.3066, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13728.8154, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13732.3242, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13735.8330, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13739.3418, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13742.8506, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13746.3594, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13749.8682, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13753.3770, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13756.8857, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13760.3945, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13763.9033, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13767.4121, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13770.9209, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13774.4297, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13777.9385, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13781.4473, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13784.9561, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13788.4648, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13791.9736, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13795.4824, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13798.9912, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13802.5000, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13806.0088, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13809.5176, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13813.0264, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13816.5352, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13820.0439, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13823.5527, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13827.0615, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13830.5703, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13834.0791, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13837.5879, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13841.0967, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13844.6055, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13848.1143, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13851.6230, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13855.1318, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13858.6406, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13862.1494, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13865.6582, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13869.1670, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13872.6758, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13876.1846, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13879.6934, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13883.2021, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13886.7109, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13890.2197, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13893.7285, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13897.2373, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13900.7461, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13904.2549, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13907.7637, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13911.2725, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13914.7812, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13918.2900, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13921.7988, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13925.3076, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13928.8164, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13932.3252, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13935.8340, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13939.3428, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13942.8516, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13946.3604, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13949.8691, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13953.3779, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13956.8867, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13960.3955, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13963.9043, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13967.4131, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13970.9219, device='cuda:0', grad_fn=<AddBackward0>)
loss tensor(13974.4307, device='cuda:0', grad_fn=<AddBackward0>)
